Line# | # then | # else | conditional expression
6025       0       0           b - bufp->buffer + (1) > bufp->allocated
6025       0       0           0
6025       0       0           bufp->allocated == (1L << 16)
6025       0       0           bufp->allocated > (1L << 16)
6025       0       0           bufp->buffer == ((void *)0)
6029       0       0           old_buffer != bufp->buffer
6029       0       0           fixup_alt_jump
6029       0       0           laststart
6029       0       0           pending_exact
6033       0       0           '<'
6034       0       0           0
6034       0       0           b - bufp->buffer + (1) > bufp->allocated
6034       0       0           0
6034       0       0           bufp->allocated == (1L << 16)
6034       0       0           bufp->allocated > (1L << 16)
6034       0       0           bufp->buffer == ((void *)0)
6038       0       0           old_buffer != bufp->buffer
6038       0       0           fixup_alt_jump
6038       0       0           laststart
6038       0       0           pending_exact
6041       0       0           '>'
6042       0       0           0
6042       0       0           b - bufp->buffer + (1) > bufp->allocated
6042       0       0           0
6042       0       0           bufp->allocated == (1L << 16)
6042       0       0           bufp->allocated > (1L << 16)
6042       0       0           bufp->buffer == ((void *)0)
6046       0       0           old_buffer != bufp->buffer
6046       0       0           fixup_alt_jump
6046       0       0           laststart
6046       0       0           pending_exact
6049       0       0           'b'
6050       0       0           0
6050       0       0           b - bufp->buffer + (1) > bufp->allocated
6050       0       0           0
6050       0       0           bufp->allocated == (1L << 16)
6050       0       0           bufp->allocated > (1L << 16)
6050       0       0           bufp->buffer == ((void *)0)
6054       0       0           old_buffer != bufp->buffer
6054       0       0           fixup_alt_jump
6054       0       0           laststart
6054       0       0           pending_exact
6057       0       0           'B'
6058       0       0           0
6058       0       0           b - bufp->buffer + (1) > bufp->allocated
6058       0       0           0
6058       0       0           bufp->allocated == (1L << 16)
6058       0       0           bufp->allocated > (1L << 16)
6058       0       0           bufp->buffer == ((void *)0)
6062       0       0           old_buffer != bufp->buffer
6062       0       0           fixup_alt_jump
6062       0       0           laststart
6062       0       0           pending_exact
6065       0       0           '`'
6066       0       0           0
6066       0       0           b - bufp->buffer + (1) > bufp->allocated
6066       0       0           0
6066       0       0           bufp->allocated == (1L << 16)
6066       0       0           bufp->allocated > (1L << 16)
6066       0       0           bufp->buffer == ((void *)0)
6070       0       0           old_buffer != bufp->buffer
6070       0       0           fixup_alt_jump
6070       0       0           laststart
6070       0       0           pending_exact
6073       0       0           '''
6074       0       0           0
6074       0       0           b - bufp->buffer + (1) > bufp->allocated
6074       0       0           0
6074       0       0           bufp->allocated == (1L << 16)
6074       0       0           bufp->allocated > (1L << 16)
6074       0       0           bufp->buffer == ((void *)0)
6078       0       0           old_buffer != bufp->buffer
6078       0       0           fixup_alt_jump
6078       0       0           laststart
6078       0       0           pending_exact
6081       0       0           '1'
6081       0       0           '2'
6081       0       0           '3'
6081       0       0           '4'
6081       0       0           '5'
6082       0       0           '6'
6082       0       0           '7'
6082       0       0           '8'
6082       0       0           '9'
6083       0       0           syntax & (((((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
6088       0       0           c1 > regnum
6092       0       0           group_in_compile_stack(compile_stack, c1)
6096       0       0           0
6096       0       0           b - bufp->buffer + (2) > bufp->allocated
6096       0       0           0
6096       0       0           bufp->allocated == (1L << 16)
6096       0       0           bufp->allocated > (1L << 16)
6096       0       0           bufp->buffer == ((void *)0)
6100       0       0           old_buffer != bufp->buffer
6100       0       0           fixup_alt_jump
6100       0       0           laststart
6100       0       0           pending_exact
6104       0       0           '+'
6105       0       0           '?'
6106       0       0           syntax & ((1) << 1)
6111       0       0           default
6116       0       0           translate
6122       0       0           default
6126       0       0           !pending_exact || pending_exact + *pending_exact + 1 != b || *pending_exact == (1 << 8) - 1 || *p == '*' || *p == '^' || ((syntax & ((1) << 1)) ? *p == '\' && (p[1] == '+' || p[1] == '?') : (*p == '+' || *p == '?')) || ((syntax & ((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)) && ((syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)) ? *p == '{' : (p[0] == '\' && p[1] == '{')))
6136       0       0           (syntax & ((1) << 1))
6140       0       0           (syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1))
6148       0       0           0
6148       0       0           b - bufp->buffer + (2) > bufp->allocated
6148       0       0           0
6148       0       0           bufp->allocated == (1L << 16)
6148       0       0           bufp->allocated > (1L << 16)
6148       0       0           bufp->buffer == ((void *)0)
6152       0       0           old_buffer != bufp->buffer
6152       0       0           fixup_alt_jump
6152       0       0           laststart
6152       0       0           pending_exact
6156       0       0           0
6156       0       0           b - bufp->buffer + (1) > bufp->allocated
6156       0       0           0
6156       0       0           bufp->allocated == (1L << 16)
6156       0       0           bufp->allocated > (1L << 16)
6156       0       0           bufp->buffer == ((void *)0)
6160       0       0           old_buffer != bufp->buffer
6160       0       0           fixup_alt_jump
6160       0       0           laststart
6160       0       0           pending_exact
6169       0       1           fixup_alt_jump
6172       0       1           !(compile_stack.avail == 0)
6194       0       3           0
6207       0       0           0
6208       0       0           0
6225       29       2           pfrom != loc
6244       0       0           pfrom != loc
6281       0       0           p + 1 < pend
6289       0       0           syntax & ((((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
6292       0       0           syntax & ((((((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
6307       0       0           this_element >= 0
6310       0       0           compile_stack.stack[this_element].regnum == regnum
6328       0       2           p == pend
6339       0       2           range_start > range_end
6340       0       0           syntax & (((((((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
6346       20       2           this_char <= range_end
6348       0       20           translate
6348       0       20           translate
6394       0       0           0
6402       0       0           fail_stack.stack == ((void *)0)
6411       0       0           p != pend || !(fail_stack.avail == 0)
6413       0       0           p == pend
6438       0       0           duplicate
6446       0       0           exactn
6451       0       0           charset
6452       0       0           j >= 0
6453       0       0           p[j / 8] & (1 << (j % 8))
6458       0       0           charset_not
6460       0       0           j < (1 << 8)
6463       0       0           j >= 0
6464       0       0           !(p[j / 8] & (1 << (j % 8)))
6469       0       0           wordchar
6470       0       0           j < (1 << 8)
6471       0       0           re_syntax_table[j] == 1
6476       0       0           notwordchar
6477       0       0           j < (1 << 8)
6478       0       0           re_syntax_table[j] != 1
6483       0       0           anychar
6485       0       0           j < (1 << 8)
6489       0       0           !(bufp->syntax & (((((((1) << 1) << 1) << 1) << 1) << 1) << 1))
6494       0       0           bufp->can_be_null
6500       0       0           no_op
6501       0       0           begline
6502       0       0           endline
6503       0       0           begbuf
6504       0       0           endbuf
6505       0       0           wordbound
6506       0       0           notwordbound
6507       0       0           wordbeg
6508       0       0           wordend
6509       0       0           push_dummy_failure
6513       0       0           jump_n
6514       0       0           pop_failure_jump
6515       0       0           maybe_pop_jump
6516       0       0           jump
6517       0       0           jump_past_alt
6518       0       0           dummy_failure_jump
6519       0       0           0
6519       0       0           0
6521       0       0           j > 0
6529       0       0           (re_opcode_t)*p != on_failure_jump && (re_opcode_t)*p != succeed_n
6534       0       0           0
6534       0       0           0
6538       0       0           !(fail_stack.avail == 0) && fail_stack.stack[fail_stack.avail - 1] == p
6545       0       0           on_failure_jump
6546       0       0           on_failure_keep_string_jump
6548       0       0           0
6548       0       0           0
6550       0       0           p + j < pend
6552       0       0           !(((fail_stack.avail == fail_stack.size) && !((fail_stack).size > re_max_failures * ((num_regs - 1) * 3 + 4) ? 0 : ((fail_stack).stack = (fail_stack_elt_t *)(destination = (char *)__builtin_alloca(((fail_stack).size << 1) * sizeof(fail_stack_elt_t)) , memcpy((destination), ((fail_stack).stack), ((fail_stack).size * sizeof(fail_stack_elt_t))) , destination) , (fail_stack).stack == ((void *)0) ? 0 : ((fail_stack).size <<= 1 , 1)))) ? 0 : ((fail_stack).stack[(fail_stack).avail++] = p + j , 1))
